ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,21,0,"R_1BRfwG3hEGomC7n",1,"TRUE",1,,"4/5/23 06:30","4/5/23 06:38",7.816667,469,"4/5/23 06:38",53.558,.8926333,111.648,1.8608,2,42.755,.7125834,,111,9,3,3,1,1,1,0,0,0,1,0,,6.2,,6.2,.2,5.4,3,,2,1999,1,3,1,2,1,1,,2,3,1,4,,1,4,4,4,3,2,,1,0,1,1,1,1,3
,22,0,"R_2z7oc1QdihWbuKV",1,"TRUE",1,,"2/5/23 06:29","2/5/23 06:34",5.916667,355,"2/5/23 06:35",43.001,.7166833,113.557,1.892617,2,44.707,.7451167,,111,9,3,3,1,1,1,0,0,0,1,0,,4,,4,10,5,3,,2,1984,2,3,2,2,1,1,,1,3,2,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_SDUFIfay2IiG66B",1,"TRUE",0,,"19/4/23 07:07","19/4/23 07:48",40.41667,2425,"19/4/23 07:48",726.563,12.10938,906.253,15.10422,3,77.014,1.283567,,111,9,3,3,1,1,1,0,0,0,1,0,,4.7,,4.7,5.5,8,4,,1,1995,2,5,2,2,1,1,,2,3,1,4,,1,5,4,4,2,2,,1,1,1,1,0,1,3
,17,0,"R_Xtf8AOHSQXOgHaF",1,"TRUE",1,,"19/5/23 05:22","19/5/23 09:55",273.0833,16385,"19/5/23 09:55",26.113,.4352167,116.165,1.936083,2,74.01,1.2335,,111,9,3,3,1,1,1,0,0,0,1,0,,6,,6,7,8,2,,2,2003,1,2,1,2,1,1,,3,1,4,2,,1,5,3,5,3,2,,1,1,2,2,1,1,3
,8,0,"R_1GwOchHfMotxksd",1,"TRUE",0,,"12/5/23 01:48","12/5/23 02:00",11.71667,703,"12/5/23 02:00",109.84,1.830667,75.99,1.2665,1,36.178,.6029667,,111,9,3,3,1,1,1,0,0,0,1,0,,6,,6,5.9,5,2,,1,1997,2,4,2,1,1,1,,2,1,3,4,,1,1,4,4,3,2,,1,0,1,1,1,1,3
,15,0,"R_PIhhvR0zKYFyfKx",1,"TRUE",0,,"19/5/23 01:57","19/5/23 02:10",12.81667,769,"19/5/23 02:10",52.804,.8800667,234.765,3.91275,3,111.859,1.864317,,111,9,3,3,1,1,1,0,0,0,1,0,,7.5,,7.5,2,4.5,3,,2,2004,1,1,1,2,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,8,0,"R_2E0L7XEeH38415V",1,"TRUE",1,,"11/5/23 03:50","11/5/23 04:03",12.86667,772,"11/5/23 04:03",88.15,1.469167,228.407,3.806783,3,63.102,1.0517,,111,9,3,3,1,1,1,0,0,0,1,0,,3.5,,3.5,6.5,2.8,3,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,20,0,"R_1K70D9NwIdHMmJa",1,"TRUE",0,,"22/5/23 13:19","22/5/23 13:31",11.96667,718,"22/5/23 13:31",46.93,.7821667,319.588,5.326467,3,161.651,2.694183,,111,9,3,3,1,1,1,0,0,0,1,0,,7.8,,7.8,1,9,7,,1,2003,1,2,1,1,1,1,,2,3,1,4,,1,5,4,4,3,2,,1,1,1,1,1,1,1
,22,0,"R_agXpjOdQFzC0Fzz",1,"TRUE",0,,"2/5/23 13:59","2/5/23 14:09",9.816667,589,"2/5/23 14:09",60.802,1.013367,145.402,2.423367,2,99.597,1.65995,,112,17,3,3,1,1,1,0,0,0,0,0,,6.3,,6.3,2.4,10,7,,2,2001,1,4,1,2,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,12,0,"R_295PBHuH2xqKme8",1,"TRUE",0,,"3/5/23 05:18","3/5/23 05:24",6.633333,398,"3/5/23 05:24",64.213,1.070217,136.147,2.269117,2,23.801,.3966833,,112,17,3,3,1,1,1,0,0,0,0,0,,4.6,,4.6,5,6,6,,2,2002,1,3,1,1,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,18,1,"R_3HMr1wn3knLBnnH",1,"TRUE",1,,"24/4/23 16:02","24/4/23 16:08",6.183333,371,"24/4/23 16:08",40.019,.6669834,82.774,1.379567,1,44.341,.7390167,,112,17,3,3,1,1,1,0,0,0,0,0,,3.5,,3.5,9,6,5,,2,1995,2,4,1,2,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,16,0,"R_7NDS3L9Z2213oXv",1,"TRUE",0,,"10/5/23 11:23","10/5/23 11:32",8.783334,527,"10/5/23 11:32",52.885,.8814166,118.152,1.9692,2,83.945,1.399083,,112,17,3,3,1,1,1,0,0,0,0,0,,5,,5,10,5,3,,1,1981,2,3,1,2,1,1,,1,3,2,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_3LciD17M9jL1kLV",1,"TRUE",0,,"19/4/23 08:19","19/4/23 08:32",12.26667,736,"19/4/23 08:32",78.477,1.30795,240.397,4.006617,3,74.625,1.24375,,112,17,3,3,1,1,1,0,0,0,0,0,,6.1,,6.1,3.5,6,4,,2,2000,1,2,1,2,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_308H2jGbbCwwwhl",1,"TRUE",1,,"19/5/23 06:01","19/5/23 06:04",3.8,228,"19/5/23 06:04",28.708,.4784667,47.452,.7908667,1,20.473,.3412167,,112,17,3,3,1,1,1,0,0,0,0,0,,8.6,,8.6,0,10,7,,2,2002,1,3,1,1,1,1,,3,2,1,4,,1,5,4,5,3,3,,1,1,1,2,1,0,3
,16,0,"R_25yYx7H6tm1DmvP",1,"TRUE",1,,"9/5/23 05:37","9/5/23 05:41",4.583333,275,"9/5/23 05:41",23.483,.3913833,84.037,1.400617,1,39.394,.6565667,,112,17,3,3,1,1,1,0,0,0,0,0,,6.5,,6.5,4,8,5,,2,2002,1,3,1,1,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,20,0,"R_ePRAxBDE8yxldFT",1,"TRUE",1,,"16/5/23 11:14","16/5/23 11:21",7.65,459,"16/5/23 11:21",34.936,.5822667,102.895,1.714917,2,36.09,.6015,,112,17,3,3,1,1,1,0,0,0,0,0,,6.3,,6.3,1.8,5.8,3,,2,2004,1,1,1,2,1,1,,2,4,1,3,,1,5,2,3,3,2,,1,1,0,1,1,1,3
,10,0,"R_23ZVvJUdelqANW3",1,"TRUE",0,,"25/4/23 00:57","25/4/23 01:08",10.93333,656,"25/4/23 01:08",58.979,.9829834,198.948,3.3158,3,105.171,1.75285,,112,17,3,3,1,1,1,0,0,0,0,0,,5.3,,5.3,5.9,6.5,3,,1,2004,1,1,1,2,1,1,,2,4,1,3,,1,5,3,3,3,2,,1,1,2,1,1,1,3
,14,0,"R_3FQy2WYf2EvcUAj",1,"TRUE",1,,"10/5/23 07:15","10/5/23 07:20",5.15,309,"10/5/23 07:20",16.805,.2800833,101.622,1.6937,2,24.887,.4147833,,112,17,3,3,1,1,1,0,0,0,0,0,,4.4,,4.4,10,5,1,,2,2001,1,4,1,2,1,1,,2,3,1,4,,1,4,4,3,3,2,,1,0,1,1,1,1,3
,18,1,"R_27gnY54gzfBMY4z",1,"TRUE",0,,"24/4/23 12:02","24/4/23 12:21",18.83333,1130,"24/4/23 12:21",27.426,.4571,383.875,6.397917,3,60.129,1.00215,,112,17,3,3,1,1,1,0,0,0,0,0,,6.7,,6.7,5.1,1,2,,2,1991,2,4,1,2,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,17,0,"R_25Kko1iSNynap5e",1,"TRUE",0,,"22/5/23 09:50","22/5/23 09:58",8.483334,509,"22/5/23 09:58",26.056,.4342667,110.044,1.834067,2,58.104,.9684,,112,17,3,3,1,1,1,0,0,0,0,0,,7,,7,5,6.5,4,,1,2003,1,2,1,2,1,2,,3,2,1,4,,1,4,3,2,3,1,,1,0,2,,1,2,3
,8,0,"R_4V1TzyupkTjiA6Z",1,"TRUE",0,,"11/5/23 09:29","11/5/23 09:43",14.31667,859,"11/5/23 09:43",100.662,1.6777,199.496,3.324933,3,122.637,2.04395,,112,17,3,3,1,1,1,0,0,0,0,0,,6.5,,6.5,5.5,8,4,,2,2002,1,2,2,2,2,2,,2,4,1,3,,1,5,3,3,3,2,,1,1,2,1,1,1,3
,5,0,"R_2aK1QhTiUrvKaIy",1,"TRUE",0,,"16/5/23 09:51","16/5/23 10:28",36.98333,2219,"16/5/23 10:28",69.675,1.16125,648.85,10.81417,3,97.536,1.6256,,112,17,3,3,1,1,1,0,0,0,0,0,,6.5,,6.5,1,4.5,2,,2,2001,1,4,1,1,1,1,,2,3,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,18,1,"R_3LgPTmc6KZNP4dB",1,"TRUE",0,,"26/4/23 12:31","26/4/23 12:43",11.4,684,"26/4/23 12:43",49.056,.8176,123.269,2.054483,2,69.938,1.165633,,112,17,3,3,1,1,1,0,0,0,0,0,,6,,6,1.9,5.1,6,,2,1988,2,4,2,1,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_3Ez40Rrwjm69xMJ",1,"TRUE",0,,"20/4/23 09:24","20/4/23 09:33",8.95,537,"20/4/23 09:33",75.746,1.262433,153.27,2.5545,3,76.401,1.27335,,112,17,3,3,1,1,1,0,0,0,0,0,,6.1,,6.1,5,5,3,,2,1983,2,2,2,2,1,1,,3,1,2,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,16,0,"R_BttIYjbKjKupG37",1,"TRUE",1,,"16/5/23 01:00","16/5/23 01:14",14.06667,844,"16/5/23 01:14",100.371,1.67285,282.749,4.712483,3,109.522,1.825367,,112,17,3,3,1,1,1,0,0,0,0,0,,4.3,,4.3,9,7.5,4,,2,1983,2,4,1,2,1,1,,3,2,1,4,,1,5,4,3,3,2,,1,1,1,1,1,1,1
,6,1,"R_11aOKIACQcG7LOJ",1,"TRUE",1,,"19/4/23 14:41","19/4/23 14:46",4.45,267,"19/4/23 14:46",23.844,.3974,74.25,1.2375,1,28.94,.4823333,,113,15,3,4,8,1,0,0,1,1,1,1,,10,10,,0,9.7,10,,2,1992,2,3,1,1,1,1,,1,3,2,4,,1,5,3,4,2,3,,1,1,2,1,1,1,3
,17,0,"R_r89XKqryGpHaTkd",1,"TRUE",0,,"22/5/23 09:50","22/5/23 09:56",6.466667,388,"22/5/23 09:56",43.743,.72905,88.755,1.47925,1,42.565,.7094166,,113,15,3,4,8,1,0,0,1,1,1,1,,9.5,9.5,,0,10,9,,2,2003,1,2,1,2,1,1,,3,2,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_PRRd3xqZQGxRu5H",1,"TRUE",0,,"22/5/23 09:49","22/5/23 09:56",7.116667,427,"22/5/23 09:56",34.892,.5815333,116.371,1.939517,2,41.767,.6961166,,113,15,3,4,8,1,0,0,1,1,1,1,,9,9,,0,9,8,,2,2003,1,2,1,2,1,1,,3,1,2,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_rpDjNS4yxZjH3Jn",1,"TRUE",1,,"19/5/23 03:29","19/5/23 09:44",375.3833,22523,"19/5/23 09:44",16.557,.27595,82.473,1.37455,1,20.297,.3382834,,113,15,3,4,8,1,0,0,1,1,1,1,,9,9,,9.1,10,9,,2,2003,1,2,1,2,1,1,,3,1,2,4,,1,5,3,5,2,1,,1,1,2,2,1,2,3
,17,0,"R_31cHC98vtqiUyCj",1,"TRUE",0,,"22/5/23 02:33","22/5/23 02:39",5.7,342,"22/5/23 02:39",12.039,.20065,135.183,2.25305,2,34.54,.5756667,,113,15,3,4,8,1,0,0,1,1,1,1,,9.1,9.1,,1,9.8,7,,2,1987,2,3,1,2,1,1,,3,2,1,4,,2,5,5,5,1,3,,0,1,1,2,2,1,3
,21,0,"R_32VKAbEQaNgzvZx",1,"TRUE",0,,"4/5/23 07:50","4/5/23 08:01",10.41667,625,"4/5/23 08:01",72.408,1.2068,160.719,2.67865,3,79.629,1.32715,,113,15,3,4,8,1,0,0,1,1,1,1,,9.3,9.3,,0,6,8,,2,2001,1,4,1,1,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,18,1,"R_2CWxLz8MAfQFCvL",1,"TRUE",0,,"25/4/23 07:47","25/4/23 07:57",9.95,597,"25/4/23 07:57",40.709,.6784833,138.276,2.3046,2,59.198,.9866334,,113,15,3,4,8,1,0,0,1,1,1,1,,9.7,9.7,,0,9.5,5,,2,1985,2,2,1,2,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,4,1,"R_eYjO4kmh1M1niSd",1,"TRUE",1,,"27/4/23 05:17","27/4/23 05:27",10.03333,602,"27/4/23 05:27",97.803,1.63005,142.4,2.373333,2,54.637,.9106167,,113,15,3,4,8,1,0,0,1,1,1,1,,10,10,,0,10,9,,2,1998,1,4,1,2,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,8,0,"R_6g6sI3y6IRbnT1f",1,"TRUE",0,,"12/5/23 12:36","12/5/23 12:42",5.566667,334,"12/5/23 12:42",64.928,1.082133,112.75,1.879167,2,28.374,.4729,,113,15,3,4,8,1,0,0,1,1,1,1,,9.2,9.2,,0,10,8,,2,1996,2,3,1,2,1,1,,3,1,2,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_2R4Bm6C7ijKSFJn",1,"TRUE",0,,"22/4/23 10:33","22/4/23 10:40",6.266667,376,"22/4/23 10:40",36.749,.6124833,75.701,1.261683,1,46.774,.7795666,,113,15,3,4,8,1,0,0,1,1,1,1,,8,8,,2,8,9,,2,2004,1,1,1,1,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,22,0,"R_2rIMwCBUqsjwr2U",1,"TRUE",0,,"8/5/23 00:09","8/5/23 00:23",14.03333,842,"8/5/23 00:23",65.03,1.083833,329.251,5.487517,3,105.424,1.757067,,113,15,3,4,8,1,0,0,1,1,1,1,,9,9,,0,9,9,,2,2002,1,3,1,1,1,1,,3,2,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_9ZcWZyPb8W6f2SZ",1,"TRUE",1,,"22/5/23 09:50","22/5/23 09:56",6.15,369,"22/5/23 09:56",6.922,.1153667,80.756,1.345933,1,27.75,.4625,,113,15,3,4,8,1,0,0,1,1,1,1,,9.5,9.5,,0,9.5,7,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,5,5,2,2,3,,1,1,1,0,1,1,3
,6,1,"R_1Q0grHOCEQxvvoG",1,"TRUE",0,,"19/4/23 10:15","19/4/23 10:20",4.85,291,"19/4/23 10:20",23.192,.3865333,77.604,1.2934,1,54.724,.9120666,,113,15,3,4,8,1,0,0,1,1,1,1,,10,10,,0,9.1,5,,1,1996,2,2,2,1,1,1,,3,2,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,12,0,"R_10AZUEE4paCarbh",1,"TRUE",0,,"4/5/23 06:27","4/5/23 06:34",7.15,429,"4/5/23 06:34",56.366,.9394333,123.428,2.057133,2,56.272,.9378666,,113,15,3,4,8,1,0,0,1,1,1,1,,9,9,,.5,8,6,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,3,5,4,2,3,,1,2,1,1,1,1,3
,17,0,"R_BzAUOYoszXrWro5",1,"TRUE",1,,"19/5/23 03:49","19/5/23 11:05",436.0667,26164,"19/5/23 11:05",39.497,.6582834,943.911,15.73185,3,50.507,.8417833,,113,15,3,4,8,1,0,0,1,1,1,1,,10,10,,0,10,9,,2,2003,1,2,1,1,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,1,1
,17,0,"R_1KcZo20dLv3KDDu",1,"TRUE",0,,"22/5/23 09:51","22/5/23 10:05",14,840,"22/5/23 10:05",63.479,1.057983,138.911,2.315183,2,213.323,3.555383,,114,12,3,4,8,1,0,0,1,1,0,1,,10,10,,5.6,8.9,8,,2,2003,1,2,1,2,1,2,,2,4,1,3,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_3p591fMDrkCyffb",1,"TRUE",1,,"11/5/23 03:39","11/5/23 03:47",8.466666,508,"11/5/23 03:47",16.776,.2796,138.301,2.305017,2,83.361,1.38935,,114,12,3,4,8,1,0,0,1,1,0,1,,8,8,,0,9.1,8,,1,2001,1,2,1,2,1,1,,2,3,1,4,,1,5,3,3,2,3,,1,1,2,1,1,1,3
,20,0,"R_3nPgnsU2cUeDTPj",1,"TRUE",1,,"25/5/23 02:05","25/5/23 02:17",12.36667,742,"25/5/23 02:17",62.575,1.042917,96.37,1.606167,1,72.032,1.200533,,114,12,3,4,8,1,0,0,1,1,0,1,,8.7,8.7,,.2,9.3,5,,2,2004,1,1,1,2,1,1,,3,2,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_124E0soSIZBsU4o",1,"TRUE",0,,"17/5/23 02:01","17/5/23 02:08",7.083333,425,"17/5/23 02:08",45.599,.7599833,114.036,1.9006,2,34.449,.57415,,114,12,3,4,8,1,0,0,1,1,0,1,,10,10,,2,10,6,,2,2001,1,4,1,2,1,1,,1,3,2,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_e2TrqDphBwqAsZb",1,"TRUE",1,,"19/4/23 11:27","19/4/23 11:36",8.266666,496,"19/4/23 11:36",37.596,.6266,127.12,2.118667,2,80.776,1.346267,,114,12,3,4,8,1,0,0,1,1,0,1,,7.5,7.5,,4,7,7,,2,1984,2,3,2,1,1,1,,3,1,2,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,21,0,"R_1oqiEyVcH41bR7s",1,"TRUE",1,,"4/5/23 16:20","4/5/23 16:29",8.783334,527,"4/5/23 16:29",36.45,.6075,97.985,1.633083,1,79.014,1.3169,,114,12,3,4,8,1,0,0,1,1,0,1,,9,9,,4,7.5,5,,2,1998,1,4,2,2,1,1,,3,2,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,21,0,"R_3Hv0TkAlijs2gHk",1,"TRUE",1,,"4/5/23 09:58","4/5/23 10:04",6.15,369,"4/5/23 10:04",32.507,.5417833,63.139,1.052317,1,111.258,1.8543,,114,12,3,4,8,1,0,0,1,1,0,1,,7.2,7.2,,3,8.8,2,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,14,0,"R_1ClUbURjSiKgjnB",1,"TRUE",1,,"10/5/23 06:56","10/5/23 07:10",13.9,834,"10/5/23 07:10",112.548,1.8758,258.467,4.307784,3,94.015,1.566917,,114,12,3,4,8,1,0,0,1,1,0,1,,10,10,,.8,8.8,10,,2,2000,1,4,2,2,1,1,,1,3,2,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,13,0,"R_2xUZVia69Sv4xyj",1,"TRUE",0,,"16/5/23 09:06","16/5/23 09:14",7.85,471,"16/5/23 09:14",56.404,.9400666,122.554,2.042567,2,86.229,1.43715,,114,12,3,4,8,1,0,0,1,1,0,1,,7.7,7.7,,4.5,6.3,4,,2,2001,1,4,1,2,1,1,,3,2,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_3R6SFP14n6GLCjD",1,"TRUE",1,,"20/4/23 10:01","20/4/23 10:09",8.15,489,"20/4/23 10:09",72.357,1.20595,171.93,2.8655,3,56.564,.9427333,,114,12,3,4,8,1,0,0,1,1,0,1,,10,10,,.2,10,9,,2,1980,2,5,2,2,1,1,,2,3,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_rp6tR7z608xV4Od",1,"TRUE",0,,"11/5/23 03:56","11/5/23 04:03",7.133333,428,"11/5/23 04:03",30.025,.5004166,102.228,1.7038,2,34.323,.57205,,114,12,3,4,8,1,0,0,1,1,0,1,,9,9,,0,9.5,9,,2,2001,1,3,2,2,1,1,,3,2,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,16,0,"R_3LdpiMPgMnIAL6X",1,"TRUE",1,,"9/5/23 05:31","9/5/23 05:39",8.116667,487,"9/5/23 05:39",39.13,.6521667,186.597,3.10995,3,44.035,.7339166,,114,12,3,4,8,1,0,0,1,1,0,1,,9,9,,6,10,9,,1,2004,1,1,1,1,1,1,,3,2,1,4,,1,5,5,3,2,3,,1,1,1,1,1,1,1
,17,0,"R_2usvSWIf7ccCG0P",1,"TRUE",1,,"19/5/23 09:40","19/5/23 09:45",4.866667,292,"19/5/23 09:45",5.401,.0900167,92.881,1.548017,1,19.715,.3285833,,115,13,3,4,6,1,0,0,1,0,1,1,,8,8,,0,10,6,,2,2003,1,2,1,2,1,1,,2,3,1,4,,1,3,5,5,1,2,,1,2,1,2,2,1,3
,18,1,"R_1ds68v8MYhWx5Zv",1,"TRUE",0,,"24/4/23 15:45","24/4/23 15:54",9.016666,541,"24/4/23 15:54",36.491,.6081833,112.837,1.880617,2,56.702,.9450333,,115,13,3,4,6,1,0,0,1,0,1,1,,10,10,,.2,9.4,6,,2,1977,2,1,2,2,1,1,,2,3,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,3,0,"R_21aepmQzst2cib0",1,"TRUE",1,,"1/5/23 12:42","1/5/23 12:46",4.266667,256,"1/5/23 12:46",24.707,.4117833,66.747,1.11245,1,21.501,.35835,,115,13,3,4,6,1,0,0,1,0,1,1,,9,9,,0,10,9,,2,2001,1,4,1,2,1,1,,2,3,1,4,,1,5,3,4,2,3,,1,1,2,1,1,0,3
,4,1,"R_3F4ivC9xL8CMqjW",1,"TRUE",1,,"31/5/23 14:00","31/5/23 14:07",6.15,369,"31/5/23 14:07",21.706,.3617667,95.497,1.591617,1,40.198,.6699667,,115,13,3,4,6,1,0,0,1,0,1,1,,10,10,,.1,5.1,10,,2,1975,2,4,2,2,1,1,,3,2,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,15,0,"R_sTZq8YrMVu98HkJ",1,"TRUE",1,,"25/5/23 08:54","25/5/23 09:03",9.8,588,"25/5/23 09:03",80.079,1.33465,131.331,2.18885,2,97.738,1.628967,,115,13,3,4,6,1,0,0,1,0,1,1,,10,10,,0,9.8,10,,2,2002,1,3,1,2,1,1,,2,1,3,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,20,0,"R_1P5dx5wkcfl95XN",1,"TRUE",1,,"22/5/23 11:56","22/5/23 12:01",4.416667,265,"22/5/23 12:01",7.451,.1241833,63.776,1.062933,1,46.356,.7726,,115,13,3,4,6,1,0,0,1,0,1,1,,7.5,7.5,,1.4,8.6,7,,2,2003,1,1,1,1,1,1,,2,3,1,4,,1,5,5,4,2,3,,1,1,1,1,1,0,3
,14,0,"R_4HmHfviDNeWbWq5",1,"TRUE",1,,"10/5/23 09:06","10/5/23 09:13",6.483333,389,"10/5/23 09:13",34.617,.57695,106.333,1.772217,2,59.313,.98855,,115,13,3,4,6,1,0,0,1,0,1,1,,8.5,8.5,,0,8,7,,1,2002,1,1,1,2,1,1,,2,3,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,12,0,"R_9oWGF7GM4p9fgyd",1,"TRUE",1,,"3/5/23 09:31","3/5/23 09:40",9.533334,572,"3/5/23 09:40",37.547,.6257833,145.329,2.42215,2,50.569,.8428167,,115,13,3,4,6,1,0,0,1,0,1,1,,10,10,,0,9,10,,1,2004,1,1,1,2,1,1,,2,3,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,18,1,"R_1lhpyhhoJsNHxL3",1,"TRUE",1,,"25/4/23 00:34","25/4/23 03:20",166.2667,9976,"25/4/23 03:20",36.176,.6029333,63.434,1.057233,1,53.806,.8967667,,115,13,3,4,6,1,0,0,1,0,1,1,,10,10,,0,9.3,9,,2,1979,2,5,1,1,2,2,,2,4,1,3,,1,5,5,4,2,3,,1,1,1,1,1,0,3
,7,0,"R_3kzczDUeelA2LqI",1,"TRUE",0,,"29/5/23 11:32","29/5/23 11:41",8.616667,517,"29/5/23 11:41",62.75,1.045833,189.965,3.166083,3,45.77,.7628334,,115,13,3,4,6,1,0,0,1,0,1,1,,9.5,9.5,,0,10,9,,2,1991,2,3,1,1,1,1,,2,3,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,18,1,"R_3EcGmsZrYWRyzdL",1,"TRUE",1,,"25/4/23 02:25","25/4/23 02:28",3.166667,190,"25/4/23 02:29",21.921,.36535,15.145,.2524167,1,24.082,.4013667,,115,13,3,4,6,1,0,0,1,0,1,1,,9.3,9.3,,0,10,6,,2,1995,2,4,1,1,1,1,,1,3,2,4,,1,5,2,4,2,3,,1,1,0,1,1,0,3
,17,0,"R_DqthFubOmOL5ucp",1,"TRUE",0,,"23/5/23 08:47","23/5/23 08:54",7.233333,434,"23/5/23 08:54",41.382,.6897,118.203,1.97005,2,62.125,1.035417,,115,13,3,4,6,1,0,0,1,0,1,1,,9,9,,.1,8.7,9,,2,2002,1,3,1,2,1,1,,3,1,2,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_338Yl43yjqWxX6a",1,"TRUE",0,,"20/4/23 04:55","20/4/23 05:02",7.1,426,"20/4/23 05:02",24.595,.4099167,246.277,4.104617,3,30.079,.5013167,,115,13,3,4,6,1,0,0,1,0,1,1,,7.2,7.2,,.2,8.5,6,,2,1990,2,3,1,1,1,1,,2,3,1,4,,1,5,5,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_1g7P5DMQwCBEuwH",1,"TRUE",0,,"19/4/23 12:59","19/4/23 13:20",21.05,1263,"19/4/23 13:20",83.378,1.389633,233.952,3.8992,3,217.719,3.62865,,116,10,3,4,6,1,0,0,1,0,0,1,,9.7,9.7,,10,8.1,5,,1,1986,2,2,1,2,2,2,,2,3,1,4,,1,1,5,3,2,2,,1,0,1,1,1,1,3
,17,0,"R_2dQtUrxLGRZcrwD",1,"TRUE",0,,"23/5/23 08:42","23/5/23 08:49",7.283333,437,"23/5/23 08:49",29.77,.4961667,92.69,1.544833,1,46.857,.78095,,116,10,3,4,6,1,0,0,1,0,0,1,,5,5,,4.5,9,5,,2,2002,1,3,1,2,1,1,,2,3,1,4,,1,5,4,3,2,2,,1,1,0,1,1,1,3
,11,0,"R_3g1JuE8INqwa2yP",1,"TRUE",0,,"9/5/23 02:53","9/5/23 03:03",9.9,594,"9/5/23 03:03",134.221,2.237016,73.121,1.218683,1,60.918,1.0153,,116,10,3,4,6,1,0,0,1,0,0,1,,9.3,9.3,,1.5,8.1,4,,1,2000,1,2,2,1,1,1,,1,3,2,4,,1,5,5,3,2,1,,1,1,1,1,1,2,3
